,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,type,subtype,bedroomCount,bathroomCount,province,locality,postCode,habitableSurface,roomCount,hasAttic,hasBasement,hasDressingRoom,diningRoomSurface,hasDiningRoom,buildingCondition,buildingConstructionYear,facedeCount,floorCount,streetFacadeWidth,hasLift,floodZoneType,heatingType,hasHeatPump,hasPhotovoltaicPanels,hasThermicPanels,kitchenSurface,kitchenType,landSurface,hasLivingRoom,livingRoomSurface,hasGarden,gardenSurface,gardenOrientation,parkingCountIndoor,parkingCountOutdoor,hasAirConditioning,hasArmoredDoor,hasVisiophone,hasOffice,toiletCount,hasSwimmingPool,hasFireplace,hasTerrace,terraceSurface,terraceOrientation,epcScore,price,longitude,latitude,error_sum
308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,426,20617528,1,6,2.0,2.0,5,7,1020,136.0,3.0,-1,1,-1,-1.0,-1,5,-1.0,-1.0,2.0,-1.0,-1,0,1,-1,-1,-1,11.0,0,-1.0,1,33.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,1,14.0,2,2,239000.0,-1.0,-1.0,-272392.625
314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,439,20587031,1,1,2.0,1.0,5,7,1020,90.0,-1.0,-1,1,-1,-1.0,-1,0,1984.0,2.0,16.0,-1.0,-1,0,1,-1,-1,-1,-1.0,2,-1.0,1,37.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,1.0,-1,-1,1,7.0,3,4,209000.0,-1.0,-1.0,-101398.15625
318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,446,11387694,1,11,3.0,-1.0,5,2,1020,140.0,1.0,-1,-1,-1,-1.0,-1,6,-1.0,2.0,1.0,-1.0,-1,0,0,-1,-1,-1,-1.0,4,-1.0,-1,-1.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,0,0,179000.0,-1.0,-1.0,-364167.828125
323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,452,20660087,1,1,2.0,2.0,5,10,1020,104.0,-1.0,-1,-1,-1,-1.0,-1,2,-1.0,2.0,4.0,-1.0,1,0,1,-1,-1,-1,-1.0,2,-1.0,1,25.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,1,15.0,0,6,219000.0,4.3476481,50.8784573,-227780.984375
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,459,20624881,2,2,4.0,1.0,5,7,1020,245.0,17.0,-1,1,-1,-1.0,-1,1,1954.0,3.0,-1.0,7.0,-1,1,2,-1,-1,-1,31.0,3,486.0,1,53.0,1,363.0,0,1.0,1.0,-1,-1,-1,1,2.0,-1,-1,1,35.0,4,3,685000.0,4.316232,50.8938043,117188.125
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,465,11476736,2,2,3.0,2.0,5,12,1020,187.0,-1.0,1,1,-1,-1.0,-1,5,1920.0,2.0,3.0,6.0,-1,0,1,-1,-1,-1,-1.0,0,122.0,-1,-1.0,1,40.0,0,-1.0,-1.0,-1,-1,-1,-1,2.0,-1,1,1,20.0,0,3,340000.0,4.3585167,50.8976643,-119833.4375
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,472,20361132,2,2,5.0,2.0,5,14,1020,185.0,-1.0,-1,-1,-1,-1.0,-1,3,1918.0,2.0,-1.0,-1.0,-1,0,1,-1,-1,-1,-1.0,2,139.0,-1,-1.0,1,60.0,0,-1.0,-1.0,-1,-1,-1,-1,-1.0,-1,-1,1,16.0,0,6,409000.0,4.353822399999999,50.8755697,-117667.0625
361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,494,20483740,2,13,5.0,2.0,5,7,1020,220.0,-1.0,-1,1,-1,-1.0,-1,2,1918.0,2.0,3.0,5.7,-1,1,1,-1,-1,-1,20.0,3,130.0,1,37.0,-1,-1.0,0,-1.0,-1.0,-1,-1,1,-1,3.0,-1,-1,1,26.0,7,6,395000.0,-1.0,-1.0,-475766.1875
366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,499,20420853,2,2,4.0,2.0,5,12,1020,173.0,-1.0,-1,1,-1,-1.0,-1,5,1899.0,2.0,2.0,-1.0,-1,0,1,-1,-1,-1,-1.0,0,195.0,-1,-1.0,1,76.0,0,-1.0,-1.0,-1,-1,-1,-1,-1.0,-1,-1,1,14.0,3,6,340000.0,4.3431864,50.8909074,-102381.5
377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,510,20625544,1,5,3.0,1.0,5,12,1020,105.0,-1.0,-1,1,-1,-1.0,1,1,-1.0,2.0,-1.0,-1.0,1,0,1,-1,-1,-1,-1.0,2,-1.0,1,40.0,-1,-1.0,0,1.0,1.0,-1,-1,-1,1,2.0,-1,1,1,20.0,5,0,285000.0,4.3714605,50.89800839999999,-120626.78125
379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,512,20586045,1,1,3.0,-1.0,5,7,1020,105.0,9.0,-1,1,-1,-1.0,-1,3,1970.0,3.0,14.0,-1.0,1,1,1,-1,-1,-1,9.0,3,-1.0,1,29.0,-1,-1.0,0,-1.0,-1.0,-1,-1,1,-1,1.0,-1,-1,1,12.0,3,2,249000.0,-1.0,-1.0,-126477.046875
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,513,20322812,1,4,4.0,1.0,5,2,1020,173.0,-1.0,-1,-1,-1,-1.0,-1,5,1932.0,2.0,3.0,-1.0,-1,0,2,-1,-1,-1,-1.0,0,-1.0,1,45.0,-1,-1.0,0,-1.0,-1.0,-1,-1,1,1,1.0,-1,-1,1,45.0,0,6,249000.0,4.3394265,50.8831065,-207651.828125
383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,516,20436056,1,1,3.0,1.0,5,7,1020,105.0,9.0,-1,1,-1,-1.0,-1,1,1970.0,3.0,14.0,-1.0,1,1,1,-1,-1,-1,8.0,0,-1.0,1,48.0,-1,-1.0,0,-1.0,-1.0,-1,-1,1,-1,1.0,-1,-1,1,12.0,3,3,249000.0,-1.0,-1.0,-124429.8125
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,520,20302184,2,2,4.0,2.0,5,7,1020,220.0,-1.0,-1,1,-1,-1.0,1,0,-1.0,2.0,2.0,-1.0,-1,0,1,-1,-1,-1,-1.0,2,100.0,1,34.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,2.0,-1,1,1,10.0,0,6,345000.0,4.356318,50.8733317,-207238.1875
393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,530,20365845,1,4,4.0,3.0,5,7,1020,245.0,-1.0,-1,-1,-1,-1.0,-1,5,1935.0,2.0,4.0,-1.0,-1,0,0,-1,-1,-1,-1.0,0,-1.0,1,110.0,-1,-1.0,0,-1.0,-1.0,-1,-1,1,-1,1.0,-1,-1,1,14.0,0,6,249000.0,4.3393767,50.8831796,-582099.5
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,531,20511399,1,1,2.0,1.0,5,2,1020,100.0,-1.0,-1,-1,-1,-1.0,-1,2,-1.0,2.0,3.0,-1.0,-1,0,0,-1,-1,-1,-1.0,0,-1.0,-1,-1.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,0,6,175000.0,4.358469299999999,50.87547180000001,-109073.421875
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,537,20185237,2,2,4.0,2.0,5,7,1020,190.0,-1.0,-1,-1,-1,-1.0,-1,5,-1.0,3.0,3.0,-1.0,-1,1,1,-1,-1,-1,-1.0,4,285.0,-1,-1.0,1,120.0,0,-1.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,1,-1.0,6,6,239000.0,-1.0,-1.0,-393696.71875
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,538,20477014,2,2,4.0,-1.0,5,7,1020,185.0,-1.0,-1,1,-1,-1.0,-1,0,-1.0,3.0,2.0,-1.0,-1,0,1,-1,-1,-1,-1.0,2,-1.0,1,38.0,1,450.0,0,1.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,1,20.0,0,6,550000.0,4.3363437,50.9017911,108927.875
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,539,20476087,2,2,4.0,-1.0,5,7,1020,185.0,-1.0,-1,1,-1,-1.0,-1,0,-1.0,3.0,2.0,-1.0,-1,0,1,-1,-1,-1,-1.0,2,-1.0,1,38.0,1,450.0,0,1.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,1,20.0,0,6,550000.0,4.3363437,50.9017911,109064.375
411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,551,11294272,1,5,3.0,1.0,5,7,1020,135.0,-1.0,-1,-1,-1,-1.0,-1,3,-1.0,2.0,4.0,-1.0,1,1,1,-1,-1,-1,8.0,3,-1.0,1,32.0,-1,-1.0,0,1.0,-1.0,-1,1,1,-1,1.0,-1,-1,1,80.0,4,2,365000.0,-1.0,-1.0,-162808.28125
417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,568,20639549,2,2,9.0,3.0,5,2,1020,300.0,-1.0,-1,1,-1,-1.0,-1,1,1927.0,2.0,3.0,-1.0,-1,0,0,-1,-1,-1,-1.0,2,175.0,-1,-1.0,1,65.0,0,-1.0,-1.0,-1,-1,-1,-1,4.0,-1,-1,1,-1.0,2,6,500000.0,4.3468639,50.8738468,-259785.0625
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,575,11438746,2,2,4.0,1.0,5,10,1020,255.0,-1.0,1,-1,-1,-1.0,-1,4,1918.0,-1.0,2.0,-1.0,-1,0,0,-1,-1,-1,-1.0,0,100.0,1,35.0,1,20.0,0,-1.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,-1,-1.0,0,6,379000.0,4.350853,50.8819622,-152162.28125
428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,580,20609574,1,1,2.0,1.0,5,2,1020,105.0,-1.0,-1,1,-1,-1.0,1,1,-1.0,-1.0,3.0,-1.0,1,0,0,-1,-1,-1,-1.0,0,-1.0,1,-1.0,-1,-1.0,0,2.0,-1.0,-1,1,-1,-1,1.0,-1,1,1,1.0,0,0,265000.0,4.3668245,50.89837170000001,-114810.3125
432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,586,20626970,1,6,2.0,1.0,5,2,1020,61.0,-1.0,-1,-1,-1,-1.0,1,2,-1.0,-1.0,-1.0,-1.0,-1,0,1,-1,-1,-1,-1.0,1,-1.0,-1,-1.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,-1.0,-1,-1,1,37.0,3,2,189000.0,4.3625519,50.8955293,-159103.953125
436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,590,20655955,1,1,4.0,2.0,5,2,1020,186.0,11.0,-1,1,1,25.0,1,3,1971.0,2.0,5.0,-1.0,1,0,2,-1,-1,-1,14.0,2,-1.0,1,25.0,-1,-1.0,0,1.0,-1.0,-1,1,-1,1,2.0,-1,-1,1,3.0,0,6,365000.0,-1.0,-1.0,-596931.125
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,596,20251448,1,4,3.0,2.0,5,2,1020,180.0,-1.0,-1,-1,-1,-1.0,-1,5,-1.0,2.0,4.0,-1.0,-1,0,1,-1,-1,-1,10.0,4,-1.0,1,37.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,1.0,-1,-1,1,30.0,0,6,295000.0,4.3443985,50.87552909999999,-114489.15625
449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,612,11377950,1,1,2.0,1.0,5,2,1020,94.0,-1.0,-1,-1,-1,-1.0,-1,1,1974.0,2.0,8.0,-1.0,1,0,1,-1,-1,-1,9.0,1,-1.0,1,34.0,-1,-1.0,0,-1.0,-1.0,-1,-1,1,-1,1.0,-1,-1,1,8.0,5,2,199000.0,-1.0,-1.0,-117845.578125
465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,635,20661960,1,1,2.0,-1.0,5,19,1030,140.0,12.0,-1,1,-1,14.0,1,1,-1.0,-1.0,-1.0,-1.0,-1,0,1,-1,-1,-1,8.0,0,-1.0,1,13.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,1.0,-1,-1,-1,-1.0,0,6,195000.0,4.392879499999999,50.8749637,-196193.546875
469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,644,20614382,2,2,5.0,2.0,5,19,1030,200.0,-1.0,-1,1,-1,-1.0,-1,1,1926.0,3.0,3.0,-1.0,-1,1,1,-1,-1,-1,10.0,3,300.0,1,62.0,1,100.0,0,1.0,1.0,-1,-1,-1,-1,2.0,-1,-1,1,10.0,0,3,745000.0,4.388415699999999,50.8629407,144934.75
471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,646,20650004,2,2,5.0,1.0,5,21,1030,230.0,-1.0,1,1,-1,-1.0,-1,5,1909.0,2.0,3.0,-1.0,-1,0,1,-1,-1,-1,-1.0,0,140.0,1,30.0,1,65.0,3,-1.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,1,15.0,0,0,389000.0,4.3782976,50.87105460000001,-110035.53125
476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,653,20547399,1,6,3.0,2.0,5,19,1030,159.0,-1.0,-1,1,-1,-1.0,-1,3,1930.0,2.0,4.0,-1.0,1,1,1,-1,1,-1,19.0,3,-1.0,1,37.0,1,39.0,0,-1.0,-1.0,-1,1,1,-1,2.0,-1,-1,1,28.0,3,1,795000.0,4.402938199999999,50.8472115,168458.25
477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,654,20624453,2,2,4.0,1.0,5,19,1030,160.0,-1.0,-1,1,-1,12.0,1,1,1945.0,2.0,2.0,5.4,-1,0,1,-1,-1,-1,1.0,2,75.0,1,16.0,1,15.0,0,-1.0,-1.0,-1,-1,1,-1,2.0,-1,-1,1,9.0,6,6,339000.0,4.3939137,50.8714597,-116397.125
478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,655,20622906,2,2,4.0,2.0,5,19,1030,182.0,-1.0,-1,1,-1,17.0,1,3,1913.0,2.0,3.0,5.5,-1,0,1,-1,-1,-1,13.0,2,80.0,1,34.0,1,8.0,0,-1.0,-1.0,-1,-1,1,1,3.0,-1,-1,1,2.0,4,2,450000.0,4.3765671,50.87179769999999,-182141.59375
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,656,20625288,2,2,4.0,2.0,5,19,1030,197.0,-1.0,-1,1,-1,25.0,1,1,1930.0,2.0,3.0,-1.0,-1,1,1,-1,-1,-1,-1.0,3,160.0,1,25.0,1,75.0,0,1.0,1.0,-1,-1,-1,1,3.0,-1,-1,1,-1.0,0,6,749000.0,4.4039668,50.8484497,107870.1875
480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,657,20619255,2,2,4.0,3.0,5,19,1030,177.0,-1.0,1,1,-1,30.0,1,2,1800.0,2.0,4.0,6.0,-1,1,0,-1,-1,-1,30.0,2,120.0,1,30.0,-1,-1.0,0,-1.0,-1.0,-1,-1,1,-1,3.0,-1,-1,1,50.0,5,2,390000.0,4.3717023,50.8630731,-329300.6875
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,658,20625687,1,1,3.0,1.0,5,21,1030,140.0,-1.0,1,-1,-1,-1.0,-1,1,2015.0,3.0,2.0,-1.0,-1,0,1,-1,-1,-1,-1.0,3,-1.0,1,35.0,1,120.0,0,-1.0,-1.0,-1,-1,-1,-1,1.0,-1,-1,1,-1.0,0,6,310000.0,4.3882201,50.8539519,-105922.28125
482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,659,20615847,2,2,5.0,3.0,5,19,1030,247.0,-1.0,-1,1,-1,1.0,1,3,1923.0,2.0,3.0,-1.0,-1,0,1,-1,-1,-1,13.0,3,100.0,1,22.0,1,21.0,0,-1.0,-1.0,-1,-1,1,1,3.0,-1,-1,1,13.0,1,5,585000.0,4.3919606,50.8735986,-142203.3125
490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,673,20547305,1,5,2.0,1.0,5,19,1030,131.0,-1.0,-1,1,-1,-1.0,-1,3,1930.0,2.0,4.0,-1.0,1,1,1,-1,1,-1,18.0,3,-1.0,1,34.0,-1,-1.0,0,1.0,-1.0,-1,1,1,-1,2.0,-1,-1,1,35.0,3,1,795000.0,4.402938199999999,50.8472115,200200.625
496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,681,20591505,2,2,6.0,3.0,5,21,1030,315.0,-1.0,-1,1,-1,19.0,1,1,1930.0,2.0,-1.0,5.0,1,1,1,-1,-1,-1,-1.0,2,185.0,1,30.0,1,97.0,5,-1.0,-1.0,-1,-1,1,1,4.0,-1,1,1,-1.0,0,3,990000.0,4.3947524,50.8470148,298395.5
506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,693,20595980,2,2,7.0,3.0,5,19,1030,410.0,-1.0,-1,1,-1,1.0,1,3,1920.0,2.0,3.0,6.2,-1,0,1,-1,-1,-1,14.0,2,180.0,1,60.0,1,50.0,0,-1.0,-1.0,-1,-1,1,1,5.0,-1,-1,1,18.0,7,6,550000.0,4.373473500000001,50.868226,-334443.25
509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,696,20634336,2,2,15.0,15.0,5,19,1030,380.0,-1.0,-1,1,-1,-1.0,-1,4,1930.0,2.0,4.0,-1.0,-1,0,1,-1,-1,-1,-1.0,3,121.0,-1,-1.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,15.0,-1,-1,1,20.0,0,1,995000.0,4.390539899999999,50.8766253,403028.8125
511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,698,20586047,2,2,5.0,5.0,5,19,1030,200.0,-1.0,-1,1,-1,-1.0,1,1,1921.0,2.0,2.0,6.0,-1,1,1,-1,-1,-1,-1.0,2,158.0,-1,-1.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,5.0,-1,-1,1,-1.0,0,2,850000.0,4.3908132,50.8626981,249097.0625
512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,699,20591844,2,7,6.0,3.0,5,19,1030,315.0,-1.0,-1,1,-1,19.0,1,3,1910.0,2.0,3.0,5.0,1,1,1,-1,-1,-1,-1.0,3,190.0,1,42.0,1,100.0,0,-1.0,-1.0,-1,-1,-1,1,4.0,-1,-1,1,-1.0,4,3,990000.0,4.3947524,50.8470148,219146.5
514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,704,20531755,1,5,5.0,2.0,5,19,1030,165.0,-1.0,-1,-1,-1,-1.0,-1,1,1931.0,4.0,3.0,9.78,-1,1,1,-1,-1,-1,-1.0,3,-1.0,1,45.0,-1,-1.0,0,-1.0,-1.0,-1,-1,1,-1,3.0,-1,-1,1,14.0,3,5,450000.0,4.3670729,50.8671741,-162217.5
527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,718,20606489,2,2,5.0,1.0,5,21,1030,270.0,-1.0,1,1,-1,-1.0,-1,4,1903.0,2.0,3.0,6.0,-1,0,1,-1,-1,-1,-1.0,4,173.0,1,46.0,-1,-1.0,0,1.0,2.0,-1,-1,-1,-1,3.0,-1,-1,1,-1.0,0,2,925000.0,4.3842929,50.8536911,414765.3125
529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,720,20633577,2,7,6.0,3.0,5,19,1030,337.0,-1.0,-1,1,1,-1.0,-1,2,1930.0,3.0,3.0,6.0,1,1,1,-1,-1,1,23.0,3,185.0,-1,-1.0,1,97.0,5,-1.0,-1.0,-1,-1,1,1,-1.0,-1,-1,1,3.0,4,3,990000.0,4.3947524,50.8470148,239124.875
531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,722,20523688,1,4,2.0,1.0,5,19,1030,120.0,-1.0,-1,-1,-1,-1.0,-1,1,1935.0,2.0,4.0,6.5,-1,1,1,-1,-1,-1,-1.0,1,-1.0,1,25.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,1.0,-1,-1,-1,-1.0,0,6,200000.0,4.3815075,50.8774008,-100534.84375
534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,725,20653793,1,1,2.0,1.0,5,21,1030,125.0,-1.0,1,1,-1,17.0,1,3,1930.0,2.0,11.0,-1.0,1,1,0,1,-1,-1,16.0,2,-1.0,1,40.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,1,5.0,0,5,750000.0,-1.0,-1.0,328500.6875
536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,727,20510317,2,2,5.0,2.0,5,19,1030,220.0,-1.0,-1,1,-1,10.0,1,1,1950.0,2.0,2.0,6.7,-1,0,1,-1,-1,-1,10.0,2,200.0,1,37.0,1,60.0,0,1.0,-1.0,-1,-1,1,1,3.0,-1,-1,1,18.0,5,6,790000.0,4.4096533,50.8494784,106647.75
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,736,20504062,1,1,3.0,1.0,5,19,1030,117.0,-1.0,-1,1,-1,1.0,1,3,1963.0,4.0,4.0,-1.0,-1,0,1,-1,-1,-1,1.0,3,-1.0,1,50.0,-1,-1.0,0,-1.0,-1.0,-1,1,1,1,1.0,-1,-1,-1,-1.0,0,5,289000.0,4.3790273,50.8759434,-122779.625
552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,746,20658795,1,1,1.0,1.0,5,19,1030,130.0,-1.0,-1,-1,-1,-1.0,-1,5,1908.0,2.0,3.0,-1.0,-1,1,1,-1,-1,-1,-1.0,1,-1.0,-1,-1.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,1.0,-1,-1,1,2.0,0,6,180000.0,-1.0,-1.0,-105803.71875
557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,752,20335209,1,5,2.0,1.0,5,19,1030,131.0,-1.0,-1,1,-1,-1.0,-1,3,1930.0,2.0,4.0,-1.0,1,1,1,-1,1,-1,18.0,3,-1.0,1,34.0,-1,-1.0,0,1.0,-1.0,-1,1,1,-1,2.0,-1,-1,1,35.0,3,1,795000.0,4.402938199999999,50.8472115,222503.875
558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,753,20531457,2,2,4.0,2.0,5,19,1030,280.0,-1.0,-1,-1,-1,-1.0,-1,5,1954.0,2.0,2.0,7.0,-1,0,1,-1,-1,-1,9.0,1,325.0,1,41.0,1,200.0,0,-1.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,1,10.0,0,3,695000.0,4.4097561,50.8498207,123284.0625
562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,758,20458020,2,2,4.0,2.0,5,19,1030,209.0,-1.0,-1,1,-1,1.0,1,2,1933.0,2.0,3.0,-1.0,-1,0,2,-1,-1,-1,14.0,3,55.0,1,28.0,-1,-1.0,0,-1.0,-1.0,-1,-1,1,-1,2.0,-1,-1,-1,-1.0,0,3,379000.0,4.364841999999999,50.8593762,-116338.875
563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,759,20544711,2,2,3.0,2.0,5,19,1030,225.0,-1.0,-1,-1,-1,1.0,1,1,1920.0,2.0,2.0,5.0,-1,0,1,-1,-1,-1,8.0,2,90.0,1,40.0,-1,-1.0,0,-1.0,-1.0,-1,-1,1,1,2.0,-1,-1,1,16.0,4,6,400000.0,4.3860316,50.8713032,-214935.40625
569,569,569,569,569,569,569,569,569,569,569,569,569,569,569,769,20578118,2,2,8.0,3.0,5,19,1030,323.0,-1.0,-1,-1,-1,1.0,1,1,1930.0,2.0,3.0,5.5,-1,0,1,-1,-1,-1,1.0,3,100.0,1,50.0,-1,-1.0,0,-1.0,-1.0,-1,-1,1,-1,4.0,1,-1,1,27.0,7,3,550000.0,4.378487499999999,50.8645246,-284176.4375
571,571,571,571,571,571,571,571,571,571,571,571,571,571,571,772,20647012,2,2,5.0,3.0,5,19,1030,270.0,-1.0,1,1,-1,-1.0,1,1,1927.0,2.0,-1.0,-1.0,-1,1,1,-1,-1,-1,-1.0,2,-1.0,1,45.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,0,2,845000.0,-1.0,-1.0,185021.5625
578,578,578,578,578,578,578,578,578,578,578,578,578,578,578,781,20597057,1,1,2.0,1.0,5,19,1030,78.0,-1.0,-1,-1,-1,1.0,1,2,1933.0,3.0,9.0,-1.0,1,0,1,-1,-1,-1,9.0,3,-1.0,1,14.0,-1,-1.0,0,-1.0,-1.0,-1,1,1,-1,1.0,-1,-1,1,4.0,8,6,189000.0,4.375576,50.8749016,-108099.28125
580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,783,20467061,1,1,2.0,1.0,5,21,1030,96.0,-1.0,-1,1,-1,-1.0,-1,4,1960.0,2.0,3.0,-1.0,-1,0,1,-1,-1,-1,-1.0,2,-1.0,1,35.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,1.0,-1,-1,1,6.0,0,1,437500.0,4.3889656,50.84976899999999,102880.21875
583,583,583,583,583,583,583,583,583,583,583,583,583,583,583,787,20642014,1,1,4.0,1.0,5,19,1030,150.0,7.0,-1,-1,-1,-1.0,-1,5,1930.0,-1.0,3.0,7.0,-1,0,0,-1,-1,-1,-1.0,0,-1.0,-1,-1.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,-1,-1.0,0,6,239000.0,4.375030499999999,50.8712575,-133447.171875
584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,788,20506924,1,6,2.0,2.0,5,19,1030,125.0,-1.0,-1,1,-1,1.0,1,2,1900.0,2.0,3.0,-1.0,-1,0,1,-1,-1,-1,9.0,4,-1.0,1,40.0,1,40.0,0,-1.0,-1.0,-1,-1,1,-1,1.0,-1,-1,1,32.0,6,5,225000.0,4.3748909,50.8680955,-349854.328125
596,596,596,596,596,596,596,596,596,596,596,596,596,596,596,803,20426934,1,1,2.0,2.0,5,21,1030,85.0,-1.0,-1,-1,-1,-1.0,-1,3,1988.0,4.0,5.0,-1.0,1,1,1,-1,-1,-1,-1.0,3,-1.0,-1,-1.0,-1,-1.0,0,-1.0,-1.0,-1,-1,1,-1,1.0,-1,-1,-1,-1.0,0,3,290000.0,4.390414199999999,50.8650794,-126640.09375
598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,805,20572265,1,5,2.0,1.0,5,19,1030,91.0,-1.0,-1,1,-1,1.0,1,1,-1.0,-1.0,6.0,-1.0,1,0,2,-1,-1,-1,5.0,3,-1.0,1,23.0,-1,-1.0,0,-1.0,-1.0,-1,-1,1,-1,1.0,-1,-1,1,18.0,6,6,249000.0,4.3892412,50.8525804,-110990.6875
613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,826,20316396,1,5,2.0,2.0,5,19,1030,107.0,-1.0,-1,1,-1,-1.0,-1,3,2022.0,-1.0,4.0,-1.0,1,1,1,-1,-1,-1,-1.0,3,-1.0,-1,-1.0,-1,-1.0,0,1.0,-1.0,-1,-1,1,-1,1.0,-1,-1,1,5.0,0,4,325000.0,4.373437399999999,50.8733761,-185215.53125
614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,827,10679585,2,2,4.0,-1.0,5,19,1030,200.0,-1.0,1,1,-1,-1.0,-1,2,-1.0,2.0,-1.0,-1.0,-1,2,0,-1,-1,-1,-1.0,1,67.0,-1,-1.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,1.0,-1,-1,-1,-1.0,0,6,595000.0,4.3774717,50.865575,166374.5
